pgpid,url,iiif_urls,fragment_urls,shelfmark,multifragment,side,region,type,tags,description,scholarship_records,shelfmarks_historic,languages_primary,languages_secondary,language_note,doc_date_original,doc_date_calendar,doc_date_standard,inferred_date_display,inferred_date_standard,inferred_date_rationale,inferred_date_notes,initial_entry,last_modified,input_by,library,collection,has_transcription,has_translation,notes,needs_review,status,url_admin
5463,https://geniza.princeton.edu/documents/5463/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00023-00010,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00023-00010,T-S 13J23.10,,,,Letter,"IB2, India, illness letter 969-1517, illness: joints, Illness, Illness: women's, illness: pediatric","Letter from ʿAmram b. Yosef, in Alexandria, to Nahray b. Nissim. Asking Nahray to intervene with Ḥasan b. Bundār. Dating: 1094–97 CE. ""This is the opening letter of the correspondence; Amram b. Joseph recapitulates what had been done thus far and asks Nahray b. Nisslm to intervene with Ḥasan b. Bundār through the merchants returning to Aden. Lines 1-13. Excuses for the writer's long silence: he always inquired after Nahray's well-being, but refrained from writing so as not to obligate a response. Lines 13-29. A letter of Abu 'l-Faraj Nissim, containing the story of his horrible experiences, had been forwarded by Nahray ten months earlier. It caused the family great distress, which was exacerbated by the illness of both the writer's sister (Nissim's wife) and his own wife, an orphan whom he had recently married after the death of his former wife, and who had borne him a sickly boy. Economic difficulties did the rest. ""Man's road is not his [to choose]."" Line 30-verso, line 13. In that letter Nissim had mentioned that he had shipped to Abū ʿAlī Ḥasan b. Bundār 1 1/4 manns camphor with the request to sell them in Aden and to send the proceeds to Nisslm's family; the camphor had arrived in Aden, but Nissim did not know whether Ḥasan had forwarded anything. That letter had been written exactly two years before. Recently a number of acquaintances, all mentioned by name, had arrived from Aden, some with letters and receipts from Adenese merchants. One receipt seemed to be connected with Nissim's shipment, and Nahray is asked to inquire into this and similar matters. Verso, lines 14-24. Having learned that the merchants who had arrived from Aden were returning there, Amram wrote to them letters and now asks Nahray to meet 'all of them' and to give them his letters. They should explain to Ḥasan b. Bundar that his ""taking temporary possession of the camphor's proceeds as security against possible claims"" was a great sin Verso, lines 24-31. On his way to the East, Nissim had met in Dahlak Sheikh Abu 'I-Ḥasan Salāma al-Maʿarrī, the brother of Sheikh Abū l-Ghanā'im. In the aforementioned letter (lines 13, 29 ff) Nissim had written that he had met that man again and asked him to carry with him the proceeds from the camphor from Aden, if they had not been sent before. Nahray is requested to find out whether this man had arrived in Fustat and whether he had brought any helpful message. Verso, lines 31-38. In the concluding part, Nahray is reminded to enquire about another traveler who was reported to have some news on the matter. One or two lines are missing at the end. {See the introduction to II, 3, for the dating.}"" Description from India Book (see attached).","Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4. ; S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 13 J 23, fol. 10; TS 13 J 23, fol. 10; TS 13 J 23, f. 10; TS Box 13 J 23, f. 10",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-03-14 20:22:17.740032+00:00,Alan Elbaum ; Marina Rustow ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5463/change/
5465,https://geniza.princeton.edu/documents/5465/,,,L-G Misc. 9,,,,Letter,"IB2, India, informal note, memorandum","Memorandum from Yosef b. Avraham to Ishaq Nafusi. Aden, 1130s. See also Moss. IV,84.2 (PGPID 36651).","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.","West. Coll. (Westminster College), Frag. Cairens., f. 9; West. Coll. (Westminster College), Frag. Cairens., fol. 9",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2023-07-13 03:23:55.089644+00:00,Alan Elbaum ; Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Rachel Richman,CUL & Bodl.,"CUL & Bodl., L-G",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5465/change/
5466,https://geniza.princeton.edu/documents/5466/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-AS-00148-00009 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-AS-00148-00197,https://cudl.lib.cam.ac.uk/view/MS-TS-AS-00148-00009 ; https://cudl.lib.cam.ac.uk/view/MS-TS-AS-00148-00197,T-S AS 148.9 + T-S AS 148.197,,,,Letter,"IB2, India, illness letter 969-1517, IB4, Illness","Letter from Khalaf b. Yiṣḥaq, in Aden, to Ḥalfon ha-Levi b. Netanel, in Bharuch, India (v14). Dating: ca. 1134 CE. Damaged and missing the ends of the lines. The letter mainly deals with business, much of it in pepper and textiles. It mentions that a ship capsized at the entrance to the city [in fact, the join clarifies that it was a man named Yarbaḥ who drowned] (r15); that Maḍmūn b. Ḥasan did not send any merchandise to Egypt this year [in fact, that he did not sell any pepper this year] (r17–18); various Jewish merchants who reached Aden from Egypt this year, including Abū l-Ḥasan Ibn al-ʿAkkāwī, the son of Ibn al-ʿAfṣī, the son of Sibāʿ, [...] al-Mahdawī, and Ismāʿīl al-Maghribī, who brought good news about relations with the sultan (or government, r22–25); the arrival of two ships from India (r32); and Khalaf's six-month illness, from Tevet to Sivan (v8–10). Greetings are extended to colleagues in al-Qaṣṣ and Bharuch. Information in part from Goitein and Friedman. (Goitein initially identified the addressee as Avraham ben Yijū.) Join by Amir Ashur. ASE. IB ח21 (ב49).

Aden; 1134","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein and Mordechai Akiva Friedman, Ḥalfon the Traveling Merchant Scholar : Cairo Geniza Documents‎ (in Hebrew) (2013), vol. 4. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.",,Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-11-12 22:34:48.145993+00:00,Abigail Glickman ; Alan Elbaum ; Dan Sachs ; Marina Rustow ; Rachel Richman ; Sarah Nisenson,CUL ; CUL,"CUL, T-S ; CUL, T-S",Y,N,"Notes from PGPID 9062:
Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing",,Public,https://geniza.princeton.edu/admin/corpus/document/5466/change/
5467,https://geniza.princeton.edu/documents/5467/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00018-J-00005-00005,https://cudl.lib.cam.ac.uk/view/MS-TS-00018-J-00005-00005,T-S 18J5.5,,,,Letter,"IB2, India","Letter from Khalaf b. Yiṣḥaq to a merchant in Egypt: Attack on Aden by the King of Kish. Aden, ca. 1135-6.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, unpublished editions.","TS 18 J 5, f. 5; TS Box 18 J 5, f. 5; TS Box 18 J 5, fol. 5; TS 18 J 5, fol. 5",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-01-12 02:14:38.836041+00:00,Gillian Rosenberg ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5467/change/
5472,https://geniza.princeton.edu/documents/5472/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-00184-00052 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-00184-00055 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-00184-00056,https://cudl.lib.cam.ac.uk/view/MS-TS-NS-00184-00052 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-00184-00055 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-00184-00056,T-S NS 184.52 + T-S NS 184.55 + T-S NS 184.56,,,,Legal document,"IB2, India, bill of sale, real estate","Bill of sale for the purchase of a house by Maḥrūz. Constructed from three fragments: T-S NS 184 52, T-S NS 184 55 and T-S NS 184 56. Location: Fustat. Dating: 1131–32 CE.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.",,Judaeo-Arabic,,,,,1131/1132,,,,,2004-01-01 05:00:00+00:00,2022-06-15 18:41:04.147902+00:00,Alan Elbaum ; Geniza Lab team ; Marina Rustow,CUL ; CUL ; CUL,"CUL, T-S ; CUL, T-S ; CUL, T-S",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5472/change/
5475,https://geniza.princeton.edu/documents/5475/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-00323-00002,https://cudl.lib.cam.ac.uk/view/MS-TS-NS-00323-00002,T-S NS 323.2,,,,Letter,"IB2, India","Letter from Ḥalfon b. Madmun to Saadya b. Avraham, an Egyptian teacher. Aden, 1154.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, unpublished editions.",,Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-01-12 02:18:57.980105+00:00,Gillian Rosenberg ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5475/change/
5479,https://geniza.princeton.edu/documents/5479/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00241 ; https://princetongenizalab.github.io/iiif/jrl/b/b-4089.json ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00240 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-00020-00137 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00001 ; https://cudl.lib.cam.ac.uk/iiif/MS-TS-AS-00151-00222,https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00241 ; https://luna.manchester.ac.uk/luna/servlet/view/search?q=reference_number%3D%22B+4089%22+LIMIT%3AManchesterDev~95~&sort=reference_number%2Cdate_created ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00240 ; https://cudl.lib.cam.ac.uk/view/MS-TS-00020-00137 ; https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00001 ; https://cudl.lib.cam.ac.uk/view/MS-TS-AS-00151-00222,"T-S NS J241 + Moss. IV,21.1 + JRL Series B 4089 + T-S NS J240 + T-S 20.137 + T-S NS J1 + T-S AS 151.222 + T-S AS 158.393",,,,Letter,"IB2, India","India Book II, 21–24 (synoptic edition). Letter from Maḍmūn b. Ḥasan, in Aden, to Avraham Ibn Yiju. Dating: ca. 1135 CE. Altogether, six fragments of (at least) three copies of the letter have been identified, as follows: 

Copy 1:
II,22 (T-S NS J240) = a small section of the original written by Maḍmūn. Ibn Yiju reused verso for writing accounts (cf II,23v  = PGPID 5537). 

II,22a (Moss. IV,21.1)

II,23 (T-S 20.137), the main part of the original written by Maḍmūn. 

Copy 2:
II,24 (T-S NS J1), the clean copy of the clerk, with two postscripts added by Maḍmūn

Copies 3 and 4:
II,21 (T-S NS J241), another clean copy of the clerk, on whose reverse side he added the postscripts of the master. 

II,21a (JRL Series B 4089), in the hand of the same clerk who wrote II,21 and perhaps a fragment of the same copy. The text on verso (PGPID 5232) corresponds to II,23 lines 32–43. The text on recto (PGPID 5233) is not paralleled in the other surviving fragments.

II,21b (T-S AS 151.222), in the hand of the same clerk. The text on recto overlaps with some of the text on TS NS J241, but the text on verso is not paralleled in the other surviving fragments. Might be part of the same copy as II,21a. Newly identified as of 2023. ASE

II, 21c (T-S AS 158.393), directly joins with T-S NS J241. Newly identified as of 2023. Join: Alan Elbaum.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, unpublished editions.",,Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-11-18 19:16:53.956865+00:00,Alan Elbaum ; Gillian Rosenberg ; Marina Rustow ; Sarah Nisenson,CUL ; Mosseri ; JRL ; CUL ; CUL ; CUL ; CUL ; CUL,"CUL, T-S ; Mosseri, Moss. ; JRL ; CUL, T-S ; CUL, T-S ; CUL, T-S ; CUL, T-S ; CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5479/change/
5483,https://geniza.princeton.edu/documents/5483/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-NS-J-00285 ; https://cudl.lib.cam.ac.uk/iiif/MS-OR-01080-J-00263,https://cudl.lib.cam.ac.uk/view/MS-TS-NS-J-00285 ; https://cudl.lib.cam.ac.uk/view/MS-OR-01080-J-00263,T-S NS J285 + CUL Or.1080 J263,,,,Letter,"IB2, India, epidemic, illness letter 969-1517, epidemic: waba', Illness","Letter from Madmun b. Ḥasan to Avraham Ibn Yiju: safe conduct and assistance for brother. Aden, ca. 1145. (8) [I shall take care of] sending it, if someone departs this [year for] (9) Egypt, since no one arrived last year or [so far this year] (10) from Egypt, because of the [death?] (11) and epidemic prevailing there, for two years in a row.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2. ; S. D. Goitein, unpublished editions.",ULC Or 1080 J 263,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-07-08 20:09:53.838076+00:00,Geniza Lab team ; Marina Rustow ; Micah Newberger ; Rachel Richman ; Sarah Nisenson,CUL ; CUL,"CUL, T-S ; CUL, Or.",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5483/change/
5485,https://geniza.princeton.edu/documents/5485/,https://cudl.lib.cam.ac.uk/iiif/MS-OR-01081-J-00006,https://cudl.lib.cam.ac.uk/view/MS-OR-01081-J-00006,CUL Or.1081 J6,,,,Letter,"IB2, India","Letter from Shemarya b. David to a prominent Egyptian Jew. Aden, late twelfth century.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 2.",ULC Or 1081 J 6,Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-08-29 15:16:25.137470+00:00,Geniza Lab team ; Marina Rustow ; Micah Newberger ; Rachel Richman,CUL,"CUL, Or.",Y,N,,,Public,https://geniza.princeton.edu/admin/corpus/document/5485/change/
5486,https://geniza.princeton.edu/documents/5486/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-61.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part61,Bodl. MS heb. d 66/61,,,,Letter,"India, IB3","Letter from Yosef ha-Kohen b. Meshullam, in Aden, to Avraham Ibn Yiju, in inland Yemen, written around 1150-51.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 3. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), fol. 61; Bodl. MS Heb. d 66, f. 61",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-02-06 15:59:54.394998+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow,Bodl.,Bodl.,Y,Y,,,Public,https://geniza.princeton.edu/admin/corpus/document/5486/change/
5487,https://geniza.princeton.edu/documents/5487/,https://princetongenizalab.github.io/iiif/bodleian/d/ms-heb-d-66-139.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_89#MS_Heb_d_66-part134,Bodl. MS heb. d 66/139,,,,Letter,"India, IB3","Letter from Perahya b. Yosef in Mazara, Sicily, to Avraham b. Eliyyahu in al-Mahdiyya, inquiring about Perahya's uncle, Avraham Ibn Yiju and letter No. 68 (?). Dating: ca. 1151/2.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 3. ; S. D. Goitein, unpublished editions.","Bodl. MS Heb. d 66 (Cat. 2878), fol. 139; Bodl. MS Heb. d 66, f. 139",Judaeo-Arabic,,,,,,,,,,2004-01-01 05:00:00+00:00,2022-02-06 16:00:27.809875+00:00,Geniza Lab team ; Gillian Rosenberg ; Marina Rustow ; Sarah Nisenson,Bodl.,Bodl.,Y,Y,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5487/change/
5490,https://geniza.princeton.edu/documents/5490/,https://figgy.princeton.edu/concern/scanned_resources/0a408c08-7272-4e4c-9a20-29bc7e04a157/manifest,,ENA 1822A.75,,,,Letter,"India, IB3","Letter from Yeshua ha-Kohen b. Yaʿaqov in Dhu Jibla, Yemen, to Avraham Ibn Yiju, then in Aden, 1150.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 3. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.",,Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-02-06 16:36:47.415938+00:00,Gillian Rosenberg ; Sarah Nisenson,JTS,JTS,Y,Y,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5490/change/
5491,https://geniza.princeton.edu/documents/5491/,,,ENA 2557.151,,,,Letter,"India, illness letter 969-1517, fasting, IB3, illness: prescription, liver, Illness","Letter from Perahya b. Yosef Ibn Yiju (which he wrote in his and his brother Moshe's name) in Messina to his father Yosef Ibn Yiju (the brother of Avraham) in Mazara, ca. 1153. He has by now married his cousin, the daugther of Avraham Ibn Yiju, and fled the Norman invasion of Ifriqiya in 1148 for Mazara, then Palermo, then Messina, en route to Egypt. This letter describes the journey along the coast of Sicily. Peraḥya also sends a medical prescription for his mother's illness: a mithqāl (slightly over 4g) of sagapenum (sakbīnaj) every three days and a cumin stomachic (jawārish kammūn). He also tells the addressees not to afflict themselves with fasting and weeping on his behalf, because his heart and liver are wounded if he hears about such excessive behavior (istifḥāl]).","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 3. ; S. D. Goitein, ""“Sicily and Southern Italy in the Cairo Geniza Documents”,"" Archivio Storico per la Sicilia Orientale 67 (1971). ; S. D. Goitein, Letters of Medieval Jewish Traders (1973). ; S. D. Goitein, unpublished editions.","ENA 2557, f. 151; ENA 2557, fol. 151",Judaeo-Arabic,,,,,,,,,,2017-08-01 04:00:00+00:00,2022-04-19 16:23:21.333226+00:00,Alan Elbaum ; Amir Ashur ; Oded Zinger,JTS,JTS,Y,Y,There is a translation in Goitein's notes that should be digitized.,,Public,https://geniza.princeton.edu/admin/corpus/document/5491/change/
5495,https://geniza.princeton.edu/documents/5495/,https://figgy.princeton.edu/concern/scanned_resources/1df442dc-0126-43be-9b49-588840e428e5/manifest,,ENA NS 4.13,,recto and verso,,Letter,"India, IB3","Letter from Perahya Yiju, in Egypt, to the Nagid complaining about Avraham Ibn Yiju, probably around 1156.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 3. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","ENA NS 4, f. 13; ENA NS 4, fol. 13",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-09-29 20:54:52.125995+00:00,Amir Ashur ; Gillian Rosenberg ; Sarah Nisenson,JTS,JTS,Y,Y,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/5495/change/
5497,https://geniza.princeton.edu/documents/5497/,https://figgy.princeton.edu/concern/scanned_resources/96cb585c-fe89-4eef-9f07-ed7c6261a6f8/manifest,,ENA NS 48.2,,recto,,List or table,"India, trade, IB3, Ibn Yiju, acccount","Account by Avraham Ibn Yiju of Indian products sold for another merchant, Aden, ca. 1141-44.","S. D. Goitein and Mordechai Akiva Friedman, India traders of the middle ages : documents from the Cairo Geniza : India book (2008), vol. 3.","ENA NS 48, f. 2; ENA NS 48, fol. 2",Judaeo-Arabic,,,,,,,,,,2017-08-01 04:00:00+00:00,2023-12-22 00:30:34.619744+00:00,Amir Ashur ; Oded Zinger ; Pratima Gopalakrishnan,JTS,JTS,Y,Y,,,Public,https://geniza.princeton.edu/admin/corpus/document/5497/change/
